engine,engine_version,model_id,preprocessing,image_id,group_id,timestamp_seconds,tags,line_count,ground_truth,normalized_ground_truth,raw_output,normalized_output,edit_distance,reference_characters,exact_match,whitespace_free_edit_distance,whitespace_free_reference_characters,confidence,preprocessing_ms,inference_ms,total_ms,error
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g01_f01,g01,9.983333,short|one_line|light_background|moving_background,1,바로 빙결다리서폿인데,바로 빙결다리서폿인데,→바로빙결다리서인데의,→바로빙결다리서인데의,4,11,False,3,10,0.8306137323379517,3.3142999964184128,13.29989999794634,16.615100001217797,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g01_f02,g01,10.0,short|one_line|light_background|moving_background,1,바로 빙결다리서폿인데,바로 빙결다리서폿인데,바로빙결다리서인데의,바로빙결다리서인데의,3,11,False,2,10,0.8765789866447449,3.4669000015128404,20.146199996815994,23.61430000019027,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g01_f03,g01,10.016667,short|one_line|light_background|moving_background,1,바로 빙결다리서폿인데,바로 빙결다리서폿인데,바로빙결다리서인데의,바로빙결다리서인데의,3,11,False,2,10,0.8862879872322083,3.0031999995117076,21.101600003021304,24.106299999402836,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g02_f01,g02,19.983333,short|one_line|light_background|moving_background|latin,1,1렙 e를 예상 못하는데,1렙 e를 예상 못하는데,1럽e를 예상 못하는데,1럽e를 예상 못하는데,2,13,False,1,10,0.9115512371063232,3.1021000031614676,14.953300000343006,18.05679999961285,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g02_f02,g02,20.0,short|one_line|light_background|moving_background|latin,1,1렙 e를 예상 못하는데,1렙 e를 예상 못하는데,1럽e를 예상 못하는데,1럽e를 예상 못하는데,2,13,False,1,10,0.9119958877563477,3.176400001393631,22.264700004598126,25.442400001338683,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g02_f03,g02,20.016667,short|one_line|light_background|moving_background|latin,1,1렙 e를 예상 못하는데,1렙 e를 예상 못하는데,1럽e를 예상 못하는데,1럽e를 예상 못하는데,2,13,False,1,10,0.912207305431366,3.3130000010714866,13.657499999681022,16.971799996099435,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g03_f01,g03,93.983333,long|one_line|light_background|moving_background|jamo,1,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클같니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클같니다,4,36,False,2,30,0.9207665324211121,2.962699996714946,17.946500003745314,20.910400002321694,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g03_f02,g03,94.0,long|one_line|light_background|moving_background|jamo,1,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클같니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클같니다,4,36,False,2,30,0.9215399026870728,3.3690999989630654,15.601899998728186,18.972300000314135,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g03_f03,g03,94.016667,long|one_line|light_background|moving_background|jamo,1,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클같니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면블클같니다,4,36,False,2,30,0.9125839471817017,2.8941999989910983,20.22679999936372,23.1225000025006,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g04_f01,g04,129.983333,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이로밍 영향력이 지림었이,빙결마공점이로밍 영향력이 지림었이,6,20,False,4,16,0.8579981923103333,3.1641999958083034,14.209900000423659,17.375299998093396,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g04_f02,g04,130.0,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이로밍 영향력이 지림었,빙결마공점이로밍 영향력이 지림었,5,20,False,3,16,0.8808408975601196,2.95209999603685,15.464600000996143,18.417899998894427,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g04_f03,g04,130.016667,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이로밍 영향력이 지림,빙결마공점이로밍 영향력이 지림,4,20,False,2,16,0.9247354865074158,3.1527999963145703,15.209600001981016,18.36370000091847,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g05_f01,g05,219.983333,short|one_line|light_background|combat_background,1,달려잇,달려잇,M달려잇,M달려잇,1,3,False,1,3,0.6538069248199463,2.9778999960399233,24.992399994516745,27.97149999969406,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g05_f02,g05,220.0,short|one_line|light_background|combat_background,1,달려잇,달려잇,달려잇,달려잇,0,3,True,0,3,0.7566382884979248,2.901799998653587,14.20450000296114,17.107400002714712,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g05_f03,g05,220.016667,short|one_line|light_background|combat_background,1,달려잇,달려잇,달려잇,달려잇,0,3,True,0,3,0.8150930404663086,3.182399996148888,16.269100000499748,19.45279999927152,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g06_f01,g06,249.983333,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고다음턴에잡으면되죠,플빼고다음턴에잡으면되죠,5,17,False,0,12,0.9692645072937012,3.6005000001750886,13.455499996780418,17.05729999957839,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g06_f02,g06,250.0,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고다음턴에잡으면되죠,플빼고다음턴에잡으면되죠,5,17,False,0,12,0.9689404964447021,2.9796000017086044,20.99830000224756,23.97940000082599,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g06_f03,g06,250.016667,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고다음턴에잡으면되죠,플빼고다음턴에잡으면되죠,5,17,False,0,12,0.9694527983665466,2.9896999985794537,14.621100002841558,17.612099996767938,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g07_f01,g07,353.983333,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,여기서디테일이좀있는데→,여기서디테일이좀있는데→,4,14,False,1,11,0.8824563026428223,3.227799999876879,14.10829999804264,17.337400000542402,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g07_f02,g07,354.0,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,여기서디테일이좀있는데,여기서디테일이좀있는데,3,14,False,0,11,0.9350069165229797,2.9973999990033917,22.850900000776164,25.84970000316389,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g07_f03,g07,354.016667,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,여기서디테일이좀있는데,여기서디테일이좀있는데,3,14,False,0,11,0.9357383251190186,3.0213999998522922,14.929400000255555,17.953200003830716,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g08_f01,g08,419.983333,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로다재다능도 완성시켜즘,방마저스탯으로다재다능도 완성시켜즘,2,19,False,1,17,0.908477246761322,2.882000000681728,14.900900001521222,17.784200004825834,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g08_f02,g08,420.0,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로다재다능도 완성시켜즘,방마저스탯으로다재다능도 완성시켜즘,2,19,False,1,17,0.912837564945221,2.8535000019473955,13.434699998470023,16.2897000045632,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,scale2x,g08_f03,g08,420.016667,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로다재다능도 완성시켜즘,방마저스탯으로다재다능도 완성시켜즘,2,19,False,1,17,0.9052736759185791,2.939000005426351,23.139199998695403,26.07960000023013,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g01_f01,g01,9.983333,short|one_line|light_background|moving_background,1,바로 빙결다리서폿인데,바로 빙결다리서폿인데,→바로빙결다리서뜻인데,→바로빙결다리서뜻인데,3,11,False,2,10,0.8602716326713562,2.6471999954083003,19.75269999820739,22.401299997000024,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g01_f02,g01,10.0,short|one_line|light_background|moving_background,1,바로 빙결다리서폿인데,바로 빙결다리서폿인데,바로빙결다리서뜻인데,바로빙결다리서뜻인데,2,11,False,1,10,0.9151331782341003,2.790600003208965,21.987200001603924,24.77980000548996,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g01_f03,g01,10.016667,short|one_line|light_background|moving_background,1,바로 빙결다리서폿인데,바로 빙결다리서폿인데,→바로빙결다리서뜻인데,→바로빙결다리서뜻인데,3,11,False,2,10,0.8884552121162415,2.743599994573742,24.42400000290945,27.16859999782173,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g02_f01,g02,19.983333,short|one_line|light_background|moving_background|latin,1,1렙 e를 예상 못하는데,1렙 e를 예상 못하는데,21럽e를 예상 못하는데,21럽e를 예상 못하는데,3,13,False,2,10,0.8756780624389648,3.0423000062000938,21.607999995467253,24.651599997014273,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g02_f02,g02,20.0,short|one_line|light_background|moving_background|latin,1,1렙 e를 예상 못하는데,1렙 e를 예상 못하는데,21럽e를 예상 못하는데,21럽e를 예상 못하는데,3,13,False,2,10,0.8767204284667969,2.53540000267094,22.78449999721488,25.321400004031602,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g02_f03,g02,20.016667,short|one_line|light_background|moving_background|latin,1,1렙 e를 예상 못하는데,1렙 e를 예상 못하는데,21럽e를 예상 못하는데,21럽e를 예상 못하는데,3,13,False,2,10,0.8761212229728699,2.767399993899744,16.61729999614181,19.385799998417497,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g03_f01,g03,93.983333,long|one_line|light_background|moving_background|jamo,1,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면 블클같니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면 블클같니다,3,36,False,2,30,0.8893638253211975,3.2702999960747547,18.728999995801132,22.00040000025183,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g03_f02,g03,94.0,long|one_line|light_background|moving_background|jamo,1,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면 블클같니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면 블클같니다,3,36,False,2,30,0.8906675577163696,2.8153000021120533,23.471800006518606,26.28829999594018,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g03_f03,g03,94.016667,long|one_line|light_background|moving_background|jamo,1,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱㅊ긴한데 상대조합 따라 딴딴해야할거같으면 블클 갑니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면 블클같니다,선요우무도 ㄱ츠긴한데 상대조합 따라 딴딴해야할거같으면 블클같니다,3,36,False,2,30,0.9030026197433472,2.722400000493508,17.782599999918602,20.506000000750646,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g04_f01,g04,129.983333,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이르로밍 영향력이 지림,빙결마공점이르로밍 영향력이 지림,4,20,False,2,16,0.9194852709770203,2.5110999995376915,20.246899999619927,22.759400002541952,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g04_f02,g04,130.0,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이로밍 영향력이 지림,빙결마공점이로밍 영향력이 지림,4,20,False,2,16,0.9518544673919678,2.554599996074103,21.010199998272583,23.56599999620812,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g04_f03,g04,130.016667,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이로밍 영향력이 지림,빙결마공점이로밍 영향력이 지림,4,20,False,2,16,0.9516998529434204,2.5202999968314543,20.022500000777654,22.543700004462153,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g05_f01,g05,219.983333,short|one_line|light_background|combat_background,1,달려잇,달려잇,SM달려잇 ,SM달려잇 ,3,3,False,2,3,0.6782629489898682,2.605999994557351,15.700600000855047,18.307599995750934,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g05_f02,g05,220.0,short|one_line|light_background|combat_background,1,달려잇,달려잇,달려잇 ,달려잇 ,1,3,False,0,3,0.8693491220474243,2.4963000032585114,24.075400004221592,26.57300000282703,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g05_f03,g05,220.016667,short|one_line|light_background|combat_background,1,달려잇,달려잇,달려잇 ,달려잇 ,1,3,False,0,3,0.7902398705482483,2.6958000016747974,17.971000001125503,20.667800003138836,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g06_f01,g06,249.983333,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고다음 턴에 잡으면되죠→,플빼고다음 턴에 잡으면되죠→,4,17,False,1,12,0.8765698671340942,2.8048000021954067,17.161400006443728,19.967300002463162,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g06_f02,g06,250.0,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고다음 턴에 잡으면되죠→,플빼고다음 턴에 잡으면되죠→,4,17,False,1,12,0.8786007165908813,3.0874000003677793,22.40940000046976,25.498000002698973,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g06_f03,g06,250.016667,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고다음 턴에 잡으면되죠·,플빼고다음 턴에 잡으면되죠·,4,17,False,1,12,0.8778336644172668,2.6623999947332777,17.109100001107436,19.77249999617925,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g07_f01,g07,353.983333,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,소여기서 디테일이좀 있는데←,소여기서 디테일이좀 있는데←,3,14,False,2,11,0.8906499147415161,2.4814999997033738,17.43749999877764,19.920099999580998,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g07_f02,g07,354.0,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,소여기서 디테일이좀 있는데,소여기서 디테일이좀 있는데,2,14,False,1,11,0.9246670007705688,2.4479999992763624,41.1549999989802,43.60459999588784,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g07_f03,g07,354.016667,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,소여기서 디테일이좀 있는데·,소여기서 디테일이좀 있는데·,3,14,False,2,11,0.9039812684059143,2.6222000014968216,39.98759999376489,42.6110000043991,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g08_f01,g08,419.983333,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로다재다능도 완성시켜즘,방마저스탯으로다재다능도 완성시켜즘,2,19,False,1,17,0.928008496761322,2.847499999916181,29.734499999904074,32.58320000168169,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,grayscale,g08_f02,g08,420.0,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로다재다능도 완성시켜즘,방마저스탯으로다재다능도 완성시켜즘,2,19,False,1,17,0.9302632212638855,2.5668000016594306,26.337799994507805,28.905700004543178,
