engine,engine_version,model_id,preprocessing,image_id,group_id,timestamp_seconds,tags,line_count,ground_truth,normalized_ground_truth,raw_output,normalized_output,edit_distance,reference_characters,exact_match,whitespace_free_edit_distance,whitespace_free_reference_characters,confidence,preprocessing_ms,inference_ms,total_ms,error
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g04_f02,g04,130.0,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이르로밍영향력이지림,빙결마공점이르로밍영향력이지림,6,20,False,2,16,0.9236336350440979,1.974099999642931,31.42910000315169,33.404599998902995,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g04_f03,g04,130.016667,medium|one_line|dark_background|combat_background|jamo,1,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이 ㄹㅇ 로밍 영향력이 지림,빙결마공점이르으로밍 영향력이 지림,빙결마공점이르으로밍 영향력이 지림,4,20,False,2,16,0.8516358137130737,1.9881999978679232,23.874999998952262,25.86479999445146,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g05_f01,g05,219.983333,short|one_line|light_background|combat_background,1,달려잇,달려잇,달려잇,달려잇,0,3,True,0,3,0.8678222298622131,2.124400001775939,33.43380000296747,35.55979999509873,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g05_f02,g05,220.0,short|one_line|light_background|combat_background,1,달려잇,달려잇,달려잇,달려잇,0,3,True,0,3,0.8186643719673157,2.014099998632446,26.41909999510972,28.434899999410845,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g05_f03,g05,220.016667,short|one_line|light_background|combat_background,1,달려잇,달려잇,달려잇,달려잇,0,3,True,0,3,0.8247423768043518,1.8510000008973293,32.31979999691248,34.17240000271704,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g06_f01,g06,249.983333,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고 다음 턴에 잡으면 되죠,플빼고 다음 턴에 잡으면 되죠,1,17,False,0,12,0.9385747909545898,2.023399996687658,23.653699994611088,25.678600002720486,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g06_f02,g06,250.0,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고 다음 턴에 잡으면 되죠,플빼고 다음 턴에 잡으면 되죠,1,17,False,0,12,0.9430285692214966,2.0883000033791177,22.69969999906607,24.78950000659097,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g06_f03,g06,250.016667,medium|one_line|light_background|moving_background,1,플 빼고 다음 턴에 잡으면 되죠,플 빼고 다음 턴에 잡으면 되죠,플빼고 다음 턴에 잡으면 되죠,플빼고 다음 턴에 잡으면 되죠,1,17,False,0,12,0.9433449506759644,1.9948999979533255,30.324100000143517,32.32049999496667,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g07_f01,g07,353.983333,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,여기서디테일이좀있는데,여기서디테일이좀있는데,3,14,False,0,11,0.8206710815429688,2.4754000041866675,22.401299997000024,24.878500000340864,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g07_f02,g07,354.0,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,여기서디테일이좀있는데,여기서디테일이좀있는데,3,14,False,0,11,0.828085720539093,1.8715999976848252,23.590600001625717,25.464099999226164,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g07_f03,g07,354.016667,medium|one_line|dark_background|moving_background,1,여기서 디테일이 좀 있는데,여기서 디테일이 좀 있는데,여기서디테일이좀있는데,여기서디테일이좀있는데,3,14,False,0,11,0.830440878868103,1.8442999935359694,30.66939999553142,32.51489999820478,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g08_f01,g08,419.983333,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜즘,방마저스탯으로 다재다능도 완성시켜즘,1,19,False,1,17,0.8999527096748352,1.8485999971744604,24.05459999863524,25.904599999194033,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g08_f02,g08,420.0,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜즘,방마저스탯으로 다재다능도 완성시켜즘,1,19,False,1,17,0.8942009806632996,1.8240999997942708,22.243899999011774,24.069600003713276,
paddleocr,3.7.0,korean_PP-OCRv5_mobile_rec,contrast,g08_f03,g08,420.016667,medium|one_line|dark_background|combat_background,1,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜줌,방마저스탯으로 다재다능도 완성시켜즘,방마저스탯으로 다재다능도 완성시켜즘,1,19,False,1,17,0.8892000317573547,10.284899995895103,25.507799997285474,35.79439999884926,
